# async_array --values=1:200:linear --objects=100:100:linear --points=1000
#
# values objects Δschedule(ns) Δtotal(ns)
160	100	33541	77124
168	100	34000	84167
71	100	39250	79291
85	100	21751	79084
173	100	22000	85541
65	100	31875	66625
94	100	28292	64875
179	100	22459	63042
94	100	27042	60250
130	100	21500	61001
101	100	21708	60875
198	100	21417	61125
5	100	22500	61957
149	100	21874	60000
133	100	22125	61291
137	100	20791	59916
78	100	25208	57041
191	100	21250	61708
135	100	21125	61000
47	100	27500	59334
167	100	22583	63583
191	100	21375	59834
140	100	20876	59542
191	100	19999	62291
54	100	28709	58208
72	100	21875	61250
9	100	19124	65208
171	100	53376	106125
174	100	65625	107875
87	100	19750	73000
95	100	15709	74459
184	100	19292	75417
128	100	52417	97167
164	100	44000	94083
135	100	27958	69042
72	100	74167	114416
166	100	24709	72376
1	100	18209	64917
199	100	22459	61375
142	100	23916	64416
71	100	21583	64709
129	100	15333	66333
9	100	24125	59417
63	100	27833	56333
125	100	21666	60333
2	100	23874	62875
159	100	16750	66499
53	100	19667	54251
134	100	16167	56792
180	100	17917	53792
36	100	23582	55000
22	100	21833	56708
175	100	18917	54667
161	100	18708	54541
177	100	19001	54709
49	100	24126	52292
96	100	24916	50625
70	100	20417	53375
33	100	23833	54042
198	100	19833	55000
125	100	19042	53958
124	100	19167	54334
17	100	19500	55958
13	100	19542	58167
105	100	22958	56750
45	100	23250	52583
163	100	19750	56041
111	100	14166	62791
75	100	23000	52416
108	100	16751	55583
163	100	19000	56042
44	100	22958	52416
72	100	79417	111626
108	100	25500	73417
81	100	28874	65166
124	100	46792	87501
4	100	34792	66333
122	100	23874	47791
135	100	22708	54500
199	100	20041	52458
16	100	17001	49834
195	100	16583	49291
198	100	15374	47875
67	100	25625	49625
60	100	24583	47167
20	100	24542	50208
136	100	15416	46667
106	100	22500	45541
60	100	26417	46625
73	100	20624	46207
125	100	13000	47083
158	100	15624	46707
178	100	12000	54208
143	100	16082	48041
117	100	27833	67374
118	100	20750	51625
152	100	15917	47791
76	100	12541	60333
38	100	50833	89917
17	100	41708	58291
51	100	20708	50958
146	100	22708	69792
182	100	19624	67041
168	100	39624	57999
73	100	33250	66709
151	100	32584	57084
113	100	53083	85166
159	100	29041	44666
147	100	24459	49833
107	100	15584	56792
45	100	10958	44667
58	100	46917	60375
60	100	18876	43001
14	100	32250	56875
161	100	12917	45708
69	100	25166	44583
59	100	19917	46208
185	100	8999	47541
171	100	18625	44125
34	100	17917	44458
179	100	18542	63917
121	100	23542	43667
160	100	18125	46625
174	100	48750	80500
3	100	14541	49875
33	100	43792	75750
126	100	60999	88792
94	100	20332	45791
94	100	20333	56166
12	100	10416	49166
103	100	20667	43458
196	100	12958	43708
81	100	21001	46334
178	100	11041	43207
