# isolated_no_hop_reset_tree --values=1:200:linear --objects=100:50000:linear --points=1000
#
# values objects Δschedule(ns) Δtotal(ns)
113	17203	1358209	1358292
131	6587	487708	489000
61	37935	2981291	2983459
67	33770	1935167	1936584
5	1371	67667	67667
129	5570	262583	262583
5	47540	1883876	1881667
114	27499	1065625	1065584
129	16802	647959	648000
39	6138	278833	278917
129	25027	870000	869834
83	31567	1339792	1340500
148	23973	945042	944209
190	38518	1673918	1676459
1	16863	515334	514751
17	30801	1187042	1187084
106	32980	1126834	1126584
125	34017	1105416	1101334
14	40097	1759792	1759917
17	304	12751	12750
31	16417	714334	714418
21	19603	776291	776291
145	11376	504917	507084
78	28876	1067793	1067750
184	39725	1821834	1825417
114	5196	211709	211709
18	1094	53750	53750
46	8584	353042	353083
69	14391	543417	543375
155	29293	1171666	1171667
67	49149	2164375	2164625
143	120	5625	5666
165	36250	1652834	1652875
181	24221	1087041	1087041
178	40337	1796709	1796541
105	46537	2098333	2098625
200	22493	932500	932042
96	14767	571500	571541
7	24844	1086500	1090458
193	48821	1866583	1866874
96	34764	1652749	1652708
41	37213	1796792	1797125
141	29962	1171333	1171334
81	1664	66875	66917
31	36336	1591875	1591875
155	27149	1034083	1034083
84	41882	1606042	1608958
188	28986	1164334	1164417
111	24574	948292	948292
156	5301	206458	206458
179	17820	764084	764083
114	49703	1791791	1789542
197	34174	1364375	1364375
95	20821	838125	838167
191	13892	534333	534334
144	35253	1532375	1532416
156	41158	1653124	1652458
37	47390	1976709	1977000
85	34341	1351208	1351250
76	24174	1031416	1031416
189	37405	1473626	1473084
61	42293	1832417	1832417
155	48080	1867041	1867041
97	9355	398625	398625
185	27545	1058250	1058209
116	48383	2069000	2072125
187	27693	1159125	1159166
200	28591	1093500	1093459
177	44519	1672667	1667750
4	32893	1208000	1208042
187	6029	239292	239333
19	32552	1282501	1282543
167	9083	396000	396000
151	42814	1668916	1668916
127	40883	1789583	1793250
95	27284	1090459	1090500
155	46308	1794125	1793125
78	41218	1695418	1695376
111	41711	1924791	1925166
20	8192	304792	304833
