# isolated_hop_copy_array --values=1:200:linear --objects=100:50000:linear --points=1000
#
# values objects Δschedule(ns) Δtotal(ns)
126	8501	39029042	39045959
17	45861	51537500	51581792
90	10383	34104125	34106042
182	38138	244070959	244074500
73	7267	18809875	18810709
33	10943	15520417	15521917
157	22190	118309417	118325167
12	41194	33106374	33134458
54	28725	57517751	57521167
123	8753	34846042	34855501
107	7193	26535334	26537334
59	44430	113702459	113705959
21	1297	1254042	1269834
176	45429	276514041	276517041
92	7950	25877584	25896167
98	40672	132053250	132056875
39	25491	41028458	41030499
64	4032	9378499	9382874
115	7880	30251792	30255416
33	39487	61779416	61844125
10	25068	14546125	14558499
135	31115	135276209	135279875
103	41415	145431666	145446125
73	39308	117520083	117523750
43	45430	79691792	79695209
161	10149	58265875	58272417
16	30161	25482999	25484374
87	34618	114399333	114404749
166	38852	238420501	238444126
30	41442	59184875	59187750
137	38792	181327833	181331291
159	38666	206923875	206944959
20	10649	10385333	10390458
27	21313	24920208	24921417
13	21232	14110417	14114917
28	24044	28711000	28716125
30	18617	25208584	25211209
17	22176	19304625	19313542
90	9398	30297708	30299542
142	31341	148391208	148414083
120	25983	104654709	104656251
24	18228	19305916	19307625
146	8614	43850167	43852709
21	4737	4617376	4617501
83	49969	146218043	146219667
108	19469	70569208	70592917
139	6513	30481041	30483458
42	2167	3838124	3838750
98	25272	84354417	84379459
30	21385	27559334	27559167
83	18109	51568334	51569251
9	34701	19220417	19234209
145	387	1723959	1734000
111	30415	112095624	112098957
56	31135	69229291	69249125
50	13861	27980167	27983000
148	25505	131364833	131379542
44	41039	78604666	78607958
3	31179	12433000	12434459
95	48242	168735208	168762417
94	21790	73911749	73914749
154	13148	64543208	64560916
162	8752	44470542	44494125
174	20785	131991417	132010209
55	35124	72047083	72049750
93	44096	144861250	144864708
105	20326	84766916	84769374
68	46994	116872916	116875249
189	47040	302400416	302403749
2	48983	18540709	18592417
176	36064	206254791	206269124
169	21282	128624917	128628334
28	5587	6379999	6381541
95	19921	72567333	72584958
50	5852	11088666	11094041
175	39078	230846875	230850417
40	23155	42714500	42716583
160	35723	191100959	191117250
192	34701	206325916	206344874
199	21230	142508083	142511542
77	25663	78348251	78351709
82	9014	26547916	26549291
141	12774	69531375	69533917
150	26128	135016875	135041750
18	8564	7619708	7623833
173	23654	134594041	134596333
116	15722	57226791	57228500
129	6722	26557250	26578292
22	11776	12031458	12032500
159	6997	35200042	35219667
58	1418	2979791	2983083
103	28890	96210709	96236167
172	25494	149585208	149588375
35	35345	52909166	52912458
178	22352	147707750	147713458
167	14334	81419667	81435417
41	29513	49030959	49034001
100	27417	96840500	96843917
64	31774	77366333	77369542
165	21694	114964292	114985708
87	27458	83860209	83866000
132	21521	95798876	95819584
5	25605	11793125	11793208
148	31245	156728250	156742375
69	44092	117865541	117883624
72	41647	115087458	115095249
64	48057	118687750	118701917
195	32003	203878208	203881250
82	7779	22886125	22887375
183	10337	68181208	68194666
102	40653	148103458	148107167
32	35645	53433249	53436374
191	25810	172447416	172451124
68	37523	102895292	102900209
131	29494	127036000	127053875
70	19098	48396376	48397376
73	6156	15950124	15954124
92	5258	17656083	17660417
48	24535	48345125	48365167
186	43352	279189541	279226625
169	7714	46126917	46138833
70	19070	48442541	48443875
28	35590	45356041	45358916
76	2492	7060958	7062499
150	23016	118792833	118797250
149	10646	54663208	54669292
186	27776	181622708	181626083
116	47262	179234667	179237167
12	7358	4651667	4651751
67	6309	15488917	15490583
50	20067	37932292	37933833
69	23481	59511624	59513874
112	37573	149883917	149887500
170	30110	175724000	175741458
114	4720	18062249	18084041
29	46885	64247792	64250624
107	24302	93109917	93115792
64	46879	110648083	110651250
162	46800	237160875	237182584
41	32019	61707958	61711417
41	9948	16333042	16353084
127	30871	129501125	129504125
103	27152	93074916	93077249
39	21569	39210917	39214334
71	48474	127813084	127815750
64	10474	24990375	24994625
138	44602	192787166	192807499
57	12807	26910334	26919542
181	11157	68587208	68589167
183	24745	160071707	160092750
20	43382	42357125	42360167
126	31115	126904374	126908166
22	16123	16701875	16703625
114	22347	82973584	83001375
1	35894	4728792	4781583
60	46685	104455458	104458708
137	21036	91105167	91124667
39	26428	42798875	42800458
32	18152	24749875	24748000
99	35003	118782791	118784583
188	44483	302920458	302923708
90	40203	123723917	123733084
160	28949	166431167	166456000
156	45971	233110667	233127458
2	23670	8713999	8714082
36	34139	57008209	57016708
108	5918	21254750	21275667
54	10080	20163416	20165125
75	32695	95509917	95545208
69	47986	132258584	132306417
90	4467	13771959	13776708
157	28596	141502541	141533500
41	15761	30705084	30707125
9	32855	18249542	18251875
30	30992	40498708	40501583
109	11539	46899875	46923917
111	22006	86151333	86162833
149	4728	21912583	21912584
139	40087	174744376	174748126
125	44041	186329457	186356125
193	46413	293536875	293539792
190	13341	88366792	88370375
50	19592	36666167	36668042
94	37533	131748792	131750542
94	15057	55052833	55056124
147	14787	67047208	67073292
130	10132	40359833	40374000
152	17880	85958417	85982375
69	19934	57589333	57593624
97	49157	169885625	169899457
16	49250	47660375	47662458
41	24094	42820292	42826250
104	6312	22291041	22292291
81	35993	115040584	115039917
2	20701	7803917	7806042
164	21734	117149000	117174083
2	37574	14038500	14038541
57	15474	32872291	32874542
27	3523	4087208	4087208
156	16528	82903583	82917791
84	47579	163500083	163507834
49	22509	52165084	52180209
43	4385	7597084	7598417
35	10669	15605417	15606459
171	26287	151637208	151659208
22	18512	18553833	18555542
174	27662	173148625	173162917
196	35127	229456417	229457583
191	44389	303567834	303571084
81	40924	118670709	118673708
27	9812	11414250	11416375
69	47591	129950709	129954459
21	7347	7133000	7136209
150	15790	74568126	74571376
193	19471	119584625	119611333
158	18585	91481500	91483792
86	16051	50718624	50721583
144	40886	210160376	210165917
124	28619	115128709	115151292
169	11459	64387916	64415500
13	31552	21184958	21187708
41	16975	32191041	32206292
175	12573	86412749	86433458
139	7052	30788500	30809750
103	37682	144266750	144269999
171	22698	127971708	127975166
112	37815	149092041	149114875
109	34110	127413458	127416542
4	13916	6038917	6040042
143	15131	77969833	77980708
65	15152	37288376	37314126
94	7881	25390126	25403876
154	31451	166672958	166687625
68	32284	78074375	78079583
142	1174	5191708	5214708
180	13102	76362750	76380208
44	45005	80093292	80094709
129	39335	164272250	164275917
138	17399	80281874	80284874
52	36494	71121083	71122167
45	48582	94576834	94579209
109	5680	21057042	21058625
156	12830	66582541	66596375
54	35583	70296041	70299166
37	34820	64096750	64111125
73	45667	123146209	123149625
29	9184	11735792	11737000
178	32279	185957084	185984250
122	27275	120891001	120919501
9	31336	23598084	23605500
188	7187	59795625	59799667
44	5491	10052333	10072667
57	40146	92694459	92698125
75	43250	139054499	139131000
175	16135	96580709	96587001
162	3927	22830083	22840125
16	22436	24278499	24295750
19	24790	32270875	32273583
144	19428	91080875	91095625
59	47885	107046750	107050625
99	44953	145373083	145377167
