# async_tree --values=1:200:linear --objects=5000:5000:linear --points=1000
#
# values objects Δschedule(ns) Δtotal(ns)
187	5000	-439374	2808918
128	5000	-485791	2637583
99	5000	-459875	2861333
87	5000	-395624	2315791
159	5000	-395958	2146416
28	5000	-363666	1894542
7	5000	-362540	1885625
155	5000	-358956	1886001
10	5000	-332124	1739125
146	5000	-333666	1783458
105	5000	-334749	1741875
62	5000	-317916	2014375
42	5000	-314915	1673459
66	5000	-313874	1664125
104	5000	-306666	1632750
37	5000	-303624	1595459
89	5000	-297791	1592416
200	5000	-295999	1571917
183	5000	-300540	1557208
154	5000	-301041	1559416
39	5000	-298665	1567375
161	5000	-298708	1558333
59	5000	-305540	1555250
166	5000	-307457	1587333
142	5000	-297874	1753292
77	5000	-298749	1650000
107	5000	-298916	1583458
94	5000	-302457	1560750
148	5000	-298499	1565959
44	5000	-313540	1595375
182	5000	-300958	1662124
106	5000	-299415	1587126
61	5000	-301373	1569834
82	5000	-303291	1559792
156	5000	-300499	1562666
171	5000	-299583	1561000
98	5000	-309582	1572125
186	5000	-323333	1689791
77	5000	-330832	1913541
59	5000	-304957	1661167
144	5000	-303707	1598251
158	5000	-311791	1597834
20	5000	-298874	1622041
173	5000	-296958	1570625
122	5000	-299540	1562709
112	5000	-295833	1566125
118	5000	-297415	1561708
160	5000	-297957	1569709
191	5000	-300458	1559832
97	5000	-300749	1563333
193	5000	-310790	1614750
116	5000	-292915	1797709
166	5000	-302916	1566167
48	5000	-311498	1609375
103	5000	-299916	1812583
103	5000	-302248	1558959
188	5000	-298040	1573834
133	5000	-295624	1570042
65	5000	-297290	1559917
168	5000	-296957	1566125
65	5000	-297875	1564333
147	5000	-297290	1562917
137	5000	-298332	1567875
82	5000	-308373	1595293
168	5000	-297708	1811041
2	5000	-306999	1614166
167	5000	-306916	1966124
126	5000	-297541	1568542
10	5000	-299125	1571416
9	5000	-301500	1572999
176	5000	-298500	1569166
162	5000	-306915	1558459
170	5000	-294249	1570708
162	5000	-302291	1559292
200	5000	-297290	1582126
158	5000	-298749	1564542
25	5000	-296582	1562292
105	5000	-307874	1563125
179	5000	-300123	1568875
146	5000	-299832	1561958
88	5000	-300916	1581458
193	5000	-297458	1564166
91	5000	-298916	1561292
38	5000	-303791	1561041
143	5000	-300874	1559292
185	5000	-300415	1559250
71	5000	-330833	1543459
62	5000	-312208	1896750
152	5000	-312083	1870499
96	5000	-316749	1930084
177	5000	-321999	1777208
176	5000	-364998	1657875
163	5000	-285040	1904750
8	5000	-331123	2033668
175	5000	-326499	2026583
186	5000	-324874	1947250
77	5000	-319748	1646959
87	5000	-322957	1805709
123	5000	-320458	1762958
172	5000	-320041	1932667
45	5000	-328040	1967417
29	5000	-316041	1790792
105	5000	-330249	2005917
196	5000	-328540	1887500
44	5000	-315624	1898125
13	5000	-324374	1905291
158	5000	-325791	1893125
121	5000	-334040	1958501
68	5000	-312957	1753500
52	5000	-294582	1722292
127	5000	-305665	1638167
11	5000	-302416	1575208
79	5000	-302625	1570541
21	5000	-309749	1657667
94	5000	-301874	1747125
124	5000	-313957	1640416
21	5000	-305582	1690333
121	5000	-299374	1774041
164	5000	-309499	1653582
179	5000	-299957	1565917
131	5000	-300041	1581625
179	5000	-305916	1687500
99	5000	-301916	1770583
199	5000	-309374	1576167
177	5000	-299248	1623959
118	5000	-298374	1564334
107	5000	-311374	1610500
161	5000	-317415	1880376
68	5000	-304957	1828875
199	5000	-319582	1574333
77	5000	-292749	1586792
168	5000	-307291	1552750
103	5000	-348499	1534750
152	5000	-311250	1775958
178	5000	-302665	1649043
62	5000	-295374	1590375
9	5000	-295374	1585042
189	5000	-300123	1595709
162	5000	-297624	1627583
31	5000	-311249	1615875
121	5000	-299291	1834209
82	5000	-301540	1612875
9	5000	-316040	1628001
199	5000	-302124	1816208
31	5000	-294375	1620958
22	5000	-312374	1620750
3	5000	-300333	1605291
77	5000	-301874	1613292
155	5000	-308499	1569001
45	5000	-297457	1567291
93	5000	-301207	1756750
32	5000	-302499	1577166
76	5000	-312833	1606667
54	5000	-297707	1808041
22	5000	-303415	1573167
115	5000	-302290	1565459
128	5000	-301750	1574666
181	5000	-306707	1560917
146	5000	-305124	1572167
170	5000	-306749	1563375
71	5000	-308874	1571166
128	5000	-303457	1565001
153	5000	-316457	1548376
166	5000	-304624	1565501
179	5000	-307374	1568374
175	5000	-305999	1566875
125	5000	-302625	1626250
86	5000	-299042	1769041
34	5000	-297582	1569501
41	5000	-301499	1565125
157	5000	-297832	1569250
65	5000	-304957	1558958
137	5000	-304541	1559041
17	5000	-299833	1571125
2	5000	-305874	1557958
151	5000	-300249	1570958
82	5000	-294041	1568458
39	5000	-302999	1560626
34	5000	-310041	1557833
143	5000	-308666	1580958
171	5000	-306832	1641375
82	5000	-304624	1560166
151	5000	-302082	1582959
57	5000	-302916	1572000
131	5000	-303498	1991000
77	5000	-301415	1573250
141	5000	-308458	1565416
73	5000	-302249	1555417
3	5000	-311457	1563667
104	5000	-308499	1625167
137	5000	-297707	1560375
