# data/inputs-5K.txt async_reset_array --ballast=0
#
# schedule(ns) total(ns)
1134167	1430167
1463917	1779709
515166	700083
1585500	2031708
318250	441166
1273084	1676625
61916	105125
598375	808125
177125	255708
615125	816666
809833	1085250
1368375	1822375
172709	249334
667167	911959
673125	893791
2500	8125
12667	39542
1347958	1815083
1335625	1759541
390416	574708
356000	514084
686416	948291
511666	733416
714167	942583
244958	374417
865667	1278875
1371416	1775250
269333	390750
807750	1131333
403084	543417
348583	511708
788750	1037208
359417	510834
382416	568666
252583	389833
955417	1289584
357833	515542
105167	193750
3500	11583
1261833	1715750
755833	1044167
1122916	1542833
178667	297458
77750	155459
301042	453667
10416	32208
872875	1203834
196500	318833
51708	120458
508791	726791
443917	656375
788709	996875
1194875	1638833
1079959	1469084
582708	822042
1477625	1907583
376917	548792
650083	902625
863250	1161125
1288000	1724084
50542	74042
675417	939334
916000	1249833
443333	650375
880041	1142666
893166	1195625
746250	1037709
880083	1212041
36167	99625
661000	921250
881125	1189542
741083	1018917
270333	417000
23542	56209
826209	1130000
111000	199625
839083	1199416
675083	939375
287834	428084
369958	554833
537250	765875
1295667	1782667
1064000	1389375
961167	1324292
148333	247875
1244708	1684125
950417	1317084
285167	433959
158208	262958
256084	395834
452708	646791
519625	734833
994750	1370166
432292	624792
600625	842292
1384708	1875291
678667	952334
1133000	1565292
635667	885584
1062917	1464709
1227875	1665875
325875	485500
992375	1388334
611166	896583
923208	1167917
369458	538417
1151459	1586834
966791	1333291
1338625	1810375
713334	998000
746958	1034458
1189375	1629083
126625	216792
1254084	1717875
48292	110375
1199625	1648958
832875	1140583
811917	1106459
970250	1347125
685958	965375
17542	46709
553583	731292
1027833	1448750
912333	1269667
197542	349709
823875	1131542
245833	375333
980000	1337208
366417	534042
42417	109542
1024875	1397250
596583	830958
341458	513458
969500	1338625
838250	1160125
768958	1084792
19000	48833
73250	126125
115000	202125
509792	735083
779042	1083209
487584	696250
409208	594833
1300250	1751000
820000	1141917
68667	142084
144125	247917
712583	984791
743917	1038459
894958	1257625
808375	1126542
614750	868584
385041	565125
19083	36000
23917	55417
941417	1310500
520417	737500
610041	858708
240333	374750
471666	686041
86584	161167
965833	1336375
5375	15292
389500	578708
624084	880167
50375	118333
691542	996042
599166	852708
1005333	1379667
980792	1379917
1195625	1680917
1332500	1811000
743041	1040125
5541	19000
321000	476625
1084333	1493875
135417	235917
986334	1368459
1187459	1624584
1070667	1356250
1286584	1741417
1080500	1478416
199667	313417
307583	447083
361000	538333
676584	944334
1162667	1596375
761208	1057416
256292	396792
275875	419875
99792	186334
328667	486500
1020708	1413875
576833	812666
729833	1001208
845000	1176875
502209	721584
536083	760416
432042	629792
720583	1055500
210209	316500
981833	1371500
656083	923750
1102291	1422583
1088167	1463875
498041	699666
733250	1021333
671084	958542
362750	540542
882292	1218125
530291	744916
1355292	1850334
233667	363750
167375	277916
1022625	1401583
1203875	1640000
959458	1359458
1196125	1626209
1173667	1605542
564333	809916
1089042	1511375
109458	196958
860417	1231334
1160250	1647875
892417	1187875
507625	719083
1235292	1683125
1184709	1615584
315917	488417
175667	295334
297500	441209
354500	518708
650791	905000
1065750	1477458
253959	388834
916125	1260833
456959	661334
444833	650125
1016084	1416250
1172750	1610791
675792	945292
575708	803167
933084	1303375
520916	757333
1181167	1609583
1098750	1545417
536875	683292
1003333	1377375
816375	1117292
502500	720000
670167	939292
934875	1293459
1044583	1436500
576750	820333
568292	802625
1124292	1533334
892333	1260958
823041	1145708
101250	192042
26000	80625
162833	271292
290208	443750
465709	673042
315500	484333
1255125	1727167
488042	691417
670833	978875
539125	774958
973958	1342958
1153084	1633667
666083	883833
1148791	1562166
255833	366791
910750	1261375
550292	774917
154917	254333
406333	611417
925458	1286875
471417	680417
523459	745417
512375	732375
199667	312959
717917	1004750
46666	109666
1190583	1620291
1051792	1464125
1174792	1576000
783666	1038583
1393042	1887167
1186625	1541333
1330917	1774417
556791	784916
407958	582291
394750	556958
1115583	1519041
1153792	1591417
3375	14625
841292	1141333
533791	759416
896959	1247375
328916	419750
917875	1252375
1145917	1582084
212583	332000
29459	87209
560583	787667
582709	825917
505250	723125
20375	63584
1002125	1382584
1057875	1464584
1260334	1731750
1121708	1545541
235584	373334
10709	37209
993042	1240750
970125	1367958
551208	703208
210500	354167
1213000	1512584
437125	630500
648541	893791
1294708	1762750
446125	662833
1191292	1569333
974541	1270958
1396750	1828667
542166	783708
1133083	1510667
1159625	1572291
825041	1145708
1278417	1741375
1424542	1881625
1118042	1557625
1059250	1564333
599333	775083
15750	23000
135042	230917
9917	31542
54708	138583
483375	705959
1380708	1858542
1313750	1790375
1299584	1706042
50292	119334
337792	506584
296291	424250
1011000	1365458
883625	1184708
909667	1211125
338959	495375
835208	1177791
81334	159875
14000	42208
27833	67583
1279333	1768208
553917	780583
1005458	1398917
97041	183916
544292	776167
430334	619209
1318750	1840334
64958	141375
1152916	1628958
850667	1135375
565208	776666
2388083	2664625
453000	592500
1243292	1699292
4542	15875
259750	372708
1247541	1709083
1235625	1613958
117625	209334
1324083	1785833
1355291	1855625
324625	493334
684958	958833
1123917	1535875
819333	1137875
231958	363375
298708	471667
414250	596458
1110084	1542042
514958	743041
1042792	1423667
1217958	1537083
226458	322750
655750	897666
757375	1062125
933333	1279708
1364084	1867459
866875	1194583
575917	817250
175333	290375
777208	1098708
861125	1190917
847042	1158375
344833	508333
533458	760666
216041	339375
1251000	1756375
1107792	1522125
879250	1232417
750500	1014750
1251791	1757625
759792	1097875
1089417	1496375
1301167	1779209
1290000	1777917
1117250	1521292
180500	299417
1053375	1446708
72333	148125
1260333	1732458
4708	22542
786667	985417
1316250	1816500
372542	568709
4708	19166
1318375	1801084
121958	216083
95583	179125
840750	1158375
318625	480375
319792	464833
114000	206875
359750	540334
1176917	1629542
733583	1023917
57583	132875
1011083	1389791
166875	275375
466000	679792
1338333	1813958
24917	80917
557000	765833
709666	1004416
231000	363125
717084	1036959
1290875	1779958
1273583	1759625
1207208	1651708
883500	1230542
689208	962917
654250	928500
554875	793791
984833	1381167
729458	1020458
209666	339041
922250	1274875
73542	151042
1001708	1428333
72458	150041
793166	1109958
1034708	1423166
45584	67709
1253375	1742792
863416	1215541
893459	1226709
61500	134166
1130667	1545083
1172000	1610416
873583	1209708
245333	381208
399000	595792
570041	806833
814125	1119958
74083	153292
871959	1203500
1154542	1607125
1300375	1770291
979708	1364667
763958	1080917
355459	532917
353125	503625
818833	1137500
675583	1012583
144500	246625
22250	55875
601667	854625
395042	585917
1103584	1523667
557917	799292
1146958	1606333
299834	447625
619750	873375
1300542	1784084
523667	751375
166750	274458
520292	745000
342209	513125
921875	1288625
789125	1096625
810167	1132834
1145916	1580333
683333	959208
356250	522833
1233541	1703333
1269000	1753166
95375	171083
83084	159834
1309417	1777459
330625	487000
592667	827000
608333	865208
787375	1090916
1130584	1563459
107000	194917
248083	389291
254708	390333
902416	1254083
298417	449917
672667	947208
206625	332458
43042	109084
1342167	1820958
334083	498833
731250	1024041
678958	950250
225833	357375
996667	1386542
746667	1041917
719458	1005708
1149125	1583375
564750	803542
438375	642417
744459	927417
393583	572000
937167	1290917
1203584	1674125
1318834	1805209
1261208	1732875
336584	507125
500125	717916
1224375	1673250
820958	1140708
733625	1023709
29959	89000
1128417	1532750
414958	597583
1233666	1672166
1187375	1652959
616250	871167
637750	907875
936583	1325708
1024333	1395042
396334	580167
82583	164292
53459	122375
1117125	1535209
462375	685583
273708	418917
1256125	1735417
358291	526416
428792	630459
1308833	1820833
55750	130750
491167	698542
1167834	1622209
1234875	1675459
383084	554792
525250	751083
219292	344625
783250	1093083
820334	1149292
412250	601416
321708	481541
648000	924917
850709	1204500
819792	1176625
1049375	1450875
1238708	1721833
1237041	1683333
910125	1234500
23292	71125
995208	1365917
1046791	1463375
1108167	1517667
1382458	1923875
705166	991125
1102542	1536875
321959	494459
35584	58584
1341041	1832166
1191042	1662292
865125	1193125
720541	1026166
884375	1203875
1074916	1474916
578916	853166
180166	304291
1227334	1697834
1026000	1403542
1210292	1658000
576292	812208
955125	1334834
272583	414416
973042	1342917
457291	675916
1035625	1423792
144834	242917
14000	41250
127125	207000
1223208	1701666
901584	1256417
768708	1100666
706459	985334
570334	819125
1357834	1866042
149958	271083
812084	1115667
111917	203459
1219875	1686083
1284667	1756458
1205584	1701500
62875	135625
588250	852000
1192917	1642250
259334	402417
809958	1121500
1159875	1609750
347666	501916
283167	441083
693834	976500
81292	158375
572041	815708
1346875	1862000
97250	181833
1234458	1716583
1294042	1749834
396625	585625
478417	701667
987708	1357833
507875	721542
547166	782041
554917	798583
379625	566167
364500	535500
178750	294583
652167	918833
1338833	1845917
1004125	1373750
1155666	1590833
871542	1207667
692708	981250
530375	758375
1321958	1809708
193459	312750
198958	314250
594875	837500
128917	228792
1261125	1731291
136792	241709
815375	1134250
323500	490917
344833	515166
1421625	1781291
535083	720541
958958	1305750
506542	712125
1291041	1775166
25042	63542
503666	739958
200250	315583
68917	143209
38750	73542
575250	777000
108375	198000
44625	109541
33583	96917
824292	1130625
935500	1353833
812500	1121125
420708	605750
247583	384958
278250	422042
1290167	1752875
18250	52541
1367416	1865750
136916	238208
11333	29083
374542	550750
317667	476709
757625	1068000
100208	183916
686167	972375
921292	1266292
495333	711500
390958	568541
532584	743167
228542	345584
1097959	1509042
260584	395625
718584	1033250
1374917	1880125
385792	568125
342500	502375
172250	283834
9500	29417
175000	242166
218208	337791
630500	886875
143542	244084
803292	1116500
953333	1331000
776208	1112916
4292	16917
115792	199333
1306792	1809417
897417	1245667
996500	1390875
924791	1265875
1335292	1848209
645834	901792
493875	697125
836416	1218750
765834	938125
1077042	1524708
200584	322375
302250	456042
1079917	1479667
1035375	1433333
677125	947875
217250	350875
1273333	1737125
676083	965541
1304458	1778166
244917	383792
995042	1366042
1176292	1630583
746250	1031709
418750	619084
904416	1238666
322208	484750
1255917	1715542
1189834	1677417
1076208	1401916
354916	541250
1113417	1508417
316208	475625
616334	856959
956292	1322833
1176458	1645917
426500	613334
882083	1207833
973666	1359291
1144250	1581959
860625	1203291
1188458	1638875
954708	1341000
97541	180458
473708	689833
260959	397167
1252584	1757667
867917	1218667
6667	20125
1334667	1699000
632917	882208
516958	729792
1117875	1540375
560500	787958
5167	17042
716542	1028750
1116959	1505500
1175959	1623084
813042	1141125
759792	1051333
1256417	1710709
593875	841250
269542	427292
189708	317625
426292	621917
769333	1090625
120541	213125
1031000	1431125
30167	53167
236584	368167
1071459	1475417
1308583	1784458
403541	594000
885792	1336292
902709	1185375
1043584	1440750
172084	273792
1170083	1635750
565875	800458
1337125	1838625
968209	1317042
590208	836125
1014959	1396292
474959	676042
597750	840709
736958	1034417
301500	455709
290042	435250
320292	480792
351250	518625
895958	1222875
247541	389083
827459	1159375
86000	164208
995209	1373084
454625	668208
21042	56875
601750	860542
1088875	1396584
928375	1257667
1401875	1902750
406000	598583
20334	36792
455875	651542
85250	171750
702958	970375
1030875	1429333
322333	475291
935875	1313792
407750	619167
921792	1278250
1247875	1719625
211584	333625
1216500	1681250
300708	452292
134958	227958
994875	1374792
396958	586750
702750	995541
753459	1045459
487542	705500
1171667	1617042
16875	47375
1040416	1496083
585666	817458
1194000	1664500
541292	766709
270500	413500
318250	488875
277917	416125
425083	613166
790750	1121500
1325208	1822666
502750	712042
1281417	1785292
956459	1313959
392667	575917
132083	223208
445292	637459
992333	1386375
751625	1047458
54917	123750
347041	516500
1075333	1484500
119500	210500
316042	478250
1104500	1510833
648750	917625
151209	266000
119875	203333
493042	707000
1127542	1548209
1333125	1824167
1122750	1565958
933250	1300834
511666	731250
878834	1218250
